المحصول,المحافظة,نوع_التربة,طريقة_الري,جودة_البذور,نوع_السماد,كمية_السماد_بالكغم,الحرارة,الرطوبة,الإنتاج_بالدونم
ذرة,البصرة,رملية,تنقيط,محسنة,مركب (NPK),109.0,39.8,45.5,898.0
حنطة,ديالى,رملية,سيحي/غمر,عادية,مركب (NPK),20.0,36.6,32.8,552.0
شعير,الموصل,طينية,سيحي/غمر,عادية,عضوي,109.0,19.7,72.8,1138.0
خضراوات,واسط,مختلطة,رش محوري,عادية,مركب (NPK),57.0,20.2,59.2,1415.0
شعير,ميسان,مختلطة,تنقيط,عادية,مركب (NPK),26.0,20.1,50.0,960.0
فواكه,البصرة,مختلطة,سيحي/غمر,محسنة,مركب (NPK),30.0,41.5,43.7,1836.0
تمور,النجف,مختلطة,سيحي/غمر,محسنة,داب (DAP),116.0,27.8,59.5,1601.0
تمور,ميسان,طينية,رش محوري,محسنة,مركب (NPK),91.0,29.1,54.4,2948.0
حنطة,النجف,طينية,رش محوري,عادية,يوريا (N),96.0,37.3,50.2,1106.0
خضراوات,الموصل,رملية,رش محوري,عادية,يوريا (N),118.0,41.7,70.7,2648.0
حنطة,واسط,طينية,سيحي/غمر,عادية,مركب (NPK),116.0,43.3,69.9,1213.0
شعير,الأنبار,مختلطة,سيحي/غمر,محسنة,عضوي,93.0,22.6,47.3,1349.0
حنطة,الموصل,مختلطة,سيحي/غمر,محسنة,مركب (NPK),111.0,19.8,36.9,1159.0
خضراوات,ديالى,مختلطة,سيحي/غمر,محسنة,يوريا (N),66.0,36.2,64.9,2098.0
شعير,النجف,مختلطة,رش محوري,عادية,مركب (NPK),44.0,27.5,64.2,839.0
خضراوات,ديالى,رملية,تنقيط,عادية,يوريا (N),20.0,15.8,35.7,2507.0
ذرة,كربلاء,رملية,رش محوري,عادية,عضوي,25.0,18.8,78.4,861.0
تمور,ميسان,رملية,سيحي/غمر,محسنة,يوريا (N),38.0,28.6,21.0,633.0
شعير,البصرة,طينية,سيحي/غمر,عادية,داب (DAP),115.0,25.7,39.4,1061.0
حنطة,الموصل,رملية,سيحي/غمر,محسنة,مركب (NPK),63.0,22.7,48.8,1162.0
خضراوات,الأنبار,رملية,رش محوري,محسنة,يوريا (N),59.0,19.7,60.0,2859.0
حنطة,بغداد,طينية,تنقيط,عادية,مركب (NPK),51.0,28.8,34.2,1308.0
رز,الأنبار,رملية,رش محوري,عادية,عضوي,94.0,26.6,52.1,2106.0
خضراوات,البصرة,مختلطة,رش محوري,عادية,داب (DAP),83.0,30.1,55.1,3495.0
فواكه,بابل,رملية,رش محوري,محسنة,يوريا (N),85.0,15.6,63.9,2951.0
فواكه,ديالى,رملية,سيحي/غمر,محسنة,داب (DAP),32.0,15.9,61.4,683.0
فواكه,كربلاء,مختلطة,تنقيط,عادية,داب (DAP),113.0,30.2,69.0,3461.0
رز,واسط,مختلطة,سيحي/غمر,محسنة,مركب (NPK),37.0,42.5,28.0,745.0
ذرة,ميسان,مختلطة,تنقيط,محسنة,داب (DAP),66.0,26.2,32.9,1195.0
حنطة,بغداد,رملية,تنقيط,عادية,عضوي,77.0,15.2,23.7,862.0
تمور,بابل,رملية,تنقيط,محسنة,عضوي,51.0,23.9,55.9,1856.0
رز,بغداد,طينية,تنقيط,عادية,يوريا (N),21.0,42.4,66.8,1048.0
خضراوات,الأنبار,طينية,رش محوري,عادية,داب (DAP),21.0,20.9,21.7,2108.0
حنطة,بغداد,طينية,سيحي/غمر,محسنة,مركب (NPK),63.0,30.8,22.3,1311.0
ذرة,النجف,طينية,رش محوري,محسنة,داب (DAP),25.0,40.4,41.4,560.0
شعير,كربلاء,رملية,تنقيط,عادية,عضوي,69.0,34.3,25.3,1393.0
خضراوات,الموصل,مختلطة,سيحي/غمر,محسنة,داب (DAP),41.0,39.3,36.0,1644.0
خضراوات,ميسان,طينية,رش محوري,محسنة,مركب (NPK),43.0,37.9,66.4,2648.0
فواكه,النجف,رملية,رش محوري,محسنة,داب (DAP),34.0,30.6,47.0,1309.0
فواكه,بغداد,طينية,تنقيط,عادية,داب (DAP),41.0,17.0,27.0,1800.0
حنطة,بابل,طينية,رش محوري,محسنة,مركب (NPK),27.0,25.0,65.3,1095.0
خضراوات,البصرة,رملية,سيحي/غمر,محسنة,مركب (NPK),20.0,34.3,60.8,1341.0
فواكه,واسط,طينية,سيحي/غمر,عادية,يوريا (N),71.0,43.0,74.8,1865.0
رز,ديالى,رملية,رش محوري,محسنة,عضوي,39.0,19.8,27.1,1462.0
حنطة,بغداد,مختلطة,سيحي/غمر,محسنة,يوريا (N),46.0,38.1,57.0,934.0
ذرة,ميسان,مختلطة,تنقيط,عادية,مركب (NPK),87.0,24.2,51.1,1243.0
تمور,النجف,مختلطة,سيحي/غمر,محسنة,داب (DAP),71.0,36.3,41.8,2262.0
تمور,الموصل,طينية,رش محوري,محسنة,عضوي,29.0,44.5,28.3,952.0
ذرة,ديالى,رملية,رش محوري,محسنة,داب (DAP),111.0,43.6,51.0,1317.0
تمور,الموصل,رملية,تنقيط,محسنة,يوريا (N),37.0,43.2,62.7,885.0
رز,واسط,مختلطة,رش محوري,عادية,داب (DAP),32.0,42.9,41.9,1035.0
ذرة,واسط,رملية,تنقيط,عادية,عضوي,90.0,36.6,51.4,1129.0
تمور,كربلاء,طينية,رش محوري,محسنة,يوريا (N),66.0,24.9,28.3,1695.0
فواكه,البصرة,رملية,سيحي/غمر,عادية,داب (DAP),43.0,41.2,27.2,1169.0
تمور,كربلاء,رملية,رش محوري,عادية,مركب (NPK),118.0,18.7,31.3,2068.0
تمور,بغداد,طينية,سيحي/غمر,محسنة,عضوي,69.0,30.8,52.4,1736.0
تمور,الأنبار,مختلطة,تنقيط,عادية,مركب (NPK),66.0,41.7,48.1,1773.0
تمور,بغداد,طينية,تنقيط,عادية,عضوي,78.0,35.7,76.3,1382.0
تمور,كربلاء,رملية,رش محوري,عادية,يوريا (N),62.0,34.8,39.4,1868.0
شعير,ميسان,رملية,سيحي/غمر,عادية,داب (DAP),40.0,37.0,44.7,926.0
شعير,الموصل,مختلطة,سيحي/غمر,عادية,عضوي,53.0,19.0,49.8,849.0
رز,ميسان,طينية,سيحي/غمر,محسنة,عضوي,56.0,31.7,26.5,1682.0
خضراوات,بغداد,مختلطة,سيحي/غمر,عادية,يوريا (N),91.0,23.1,37.1,2843.0
فواكه,بغداد,مختلطة,سيحي/غمر,عادية,مركب (NPK),70.0,43.0,20.5,1048.0
تمور,ديالى,رملية,سيحي/غمر,عادية,داب (DAP),28.0,36.6,63.7,654.0
رز,ديالى,مختلطة,رش محوري,عادية,يوريا (N),25.0,17.8,64.3,1004.0
شعير,بغداد,مختلطة,تنقيط,محسنة,عضوي,33.0,41.3,50.7,656.0
تمور,البصرة,رملية,تنقيط,محسنة,عضوي,73.0,42.3,76.5,1006.0
ذرة,النجف,مختلطة,رش محوري,عادية,داب (DAP),63.0,17.8,55.4,894.0
ذرة,النجف,مختلطة,تنقيط,عادية,مركب (NPK),89.0,28.5,35.4,935.0
خضراوات,بابل,مختلطة,تنقيط,عادية,عضوي,59.0,15.6,26.0,1810.0
فواكه,الموصل,رملية,تنقيط,محسنة,داب (DAP),47.0,29.8,74.9,2453.0
تمور,واسط,طينية,تنقيط,عادية,عضوي,42.0,22.5,38.2,2125.0
تمور,بابل,مختلطة,تنقيط,محسنة,عضوي,106.0,38.2,46.1,1449.0
ذرة,بغداد,مختلطة,سيحي/غمر,محسنة,عضوي,33.0,21.6,60.6,943.0
حنطة,واسط,طينية,تنقيط,عادية,داب (DAP),99.0,27.5,76.6,1556.0
حنطة,ميسان,طينية,رش محوري,عادية,عضوي,75.0,27.1,33.3,1286.0
حنطة,الموصل,طينية,تنقيط,عادية,يوريا (N),88.0,41.3,68.1,1275.0
حنطة,بابل,مختلطة,سيحي/غمر,محسنة,مركب (NPK),91.0,16.9,30.8,1267.0
حنطة,النجف,مختلطة,تنقيط,عادية,عضوي,56.0,25.5,62.5,962.0
ذرة,واسط,مختلطة,سيحي/غمر,عادية,مركب (NPK),64.0,36.8,32.6,1452.0
ذرة,الموصل,مختلطة,رش محوري,محسنة,عضوي,89.0,40.3,30.7,1318.0
ذرة,بغداد,مختلطة,سيحي/غمر,عادية,يوريا (N),24.0,36.7,30.5,1260.0
فواكه,بابل,مختلطة,سيحي/غمر,محسنة,عضوي,22.0,16.7,79.9,1772.0
تمور,واسط,مختلطة,تنقيط,عادية,عضوي,74.0,21.0,24.7,2136.0
شعير,النجف,طينية,رش محوري,محسنة,مركب (NPK),102.0,31.4,62.6,801.0
رز,الموصل,رملية,رش محوري,محسنة,عضوي,115.0,28.3,58.0,1919.0
رز,الأنبار,رملية,تنقيط,محسنة,داب (DAP),110.0,41.3,37.9,830.0
رز,كربلاء,طينية,تنقيط,عادية,مركب (NPK),26.0,42.4,36.0,996.0
تمور,واسط,طينية,تنقيط,محسنة,يوريا (N),110.0,34.0,37.2,2542.0
رز,بابل,مختلطة,رش محوري,محسنة,مركب (NPK),22.0,31.8,38.1,876.0
فواكه,بغداد,طينية,تنقيط,عادية,عضوي,108.0,36.1,23.2,1633.0
شعير,البصرة,رملية,رش محوري,عادية,يوريا (N),90.0,42.7,52.9,1125.0
فواكه,ديالى,مختلطة,سيحي/غمر,عادية,عضوي,77.0,16.8,36.4,2601.0
ذرة,ديالى,رملية,سيحي/غمر,عادية,يوريا (N),105.0,36.8,33.8,876.0
شعير,النجف,مختلطة,رش محوري,عادية,مركب (NPK),103.0,15.4,56.1,1051.0
حنطة,بابل,رملية,رش محوري,عادية,مركب (NPK),79.0,17.2,60.4,926.0
رز,بغداد,رملية,رش محوري,عادية,يوريا (N),55.0,37.1,49.2,1780.0
فواكه,البصرة,طينية,سيحي/غمر,محسنة,مركب (NPK),35.0,29.0,61.4,2307.0
ذرة,النجف,طينية,تنقيط,محسنة,يوريا (N),28.0,26.2,61.3,1065.0
فواكه,ديالى,مختلطة,رش محوري,محسنة,مركب (NPK),100.0,15.1,46.0,2446.0
رز,بابل,طينية,سيحي/غمر,عادية,عضوي,88.0,32.5,32.6,1199.0
فواكه,الأنبار,مختلطة,رش محوري,عادية,عضوي,31.0,31.4,77.0,1261.0
تمور,بغداد,مختلطة,سيحي/غمر,عادية,مركب (NPK),62.0,31.0,24.6,1943.0
شعير,بابل,طينية,رش محوري,محسنة,داب (DAP),81.0,22.6,49.4,2046.0
فواكه,النجف,رملية,سيحي/غمر,عادية,عضوي,47.0,20.2,41.4,2748.0
فواكه,بابل,طينية,تنقيط,محسنة,عضوي,52.0,28.2,58.1,2764.0
فواكه,البصرة,مختلطة,تنقيط,محسنة,عضوي,63.0,19.8,22.6,2024.0
شعير,ميسان,مختلطة,تنقيط,محسنة,مركب (NPK),110.0,37.0,58.2,1533.0
خضراوات,ميسان,رملية,رش محوري,محسنة,داب (DAP),104.0,41.5,70.3,2150.0
حنطة,ميسان,رملية,رش محوري,عادية,عضوي,84.0,39.7,44.1,834.0
تمور,النجف,رملية,رش محوري,محسنة,يوريا (N),49.0,16.5,33.3,1257.0
ذرة,ديالى,طينية,سيحي/غمر,عادية,داب (DAP),79.0,20.4,44.4,1109.0
شعير,ميسان,رملية,رش محوري,محسنة,داب (DAP),106.0,26.3,49.9,1282.0
خضراوات,ديالى,مختلطة,سيحي/غمر,عادية,داب (DAP),80.0,25.7,69.7,1539.0
شعير,كربلاء,طينية,سيحي/غمر,عادية,يوريا (N),47.0,28.5,78.3,1307.0
شعير,النجف,طينية,تنقيط,عادية,يوريا (N),113.0,17.1,43.4,1224.0
ذرة,البصرة,رملية,رش محوري,محسنة,مركب (NPK),87.0,26.6,29.5,1244.0
شعير,كربلاء,مختلطة,سيحي/غمر,محسنة,داب (DAP),96.0,33.1,68.2,1525.0
شعير,الأنبار,رملية,تنقيط,عادية,داب (DAP),40.0,27.5,70.0,1508.0
رز,واسط,طينية,رش محوري,عادية,داب (DAP),98.0,30.6,53.8,2054.0
ذرة,ميسان,رملية,رش محوري,محسنة,يوريا (N),93.0,41.1,41.5,1239.0
فواكه,ميسان,مختلطة,سيحي/غمر,عادية,داب (DAP),112.0,32.3,50.9,3400.0
فواكه,النجف,رملية,تنقيط,عادية,داب (DAP),46.0,30.2,39.7,2504.0
تمور,ديالى,طينية,تنقيط,عادية,داب (DAP),101.0,27.4,35.4,1332.0
تمور,البصرة,مختلطة,سيحي/غمر,محسنة,داب (DAP),97.0,27.8,53.1,1809.0
رز,بغداد,طينية,تنقيط,محسنة,عضوي,71.0,35.2,74.7,1477.0
تمور,بغداد,رملية,سيحي/غمر,عادية,داب (DAP),105.0,40.8,35.5,1042.0
تمور,واسط,طينية,تنقيط,عادية,مركب (NPK),119.0,33.9,67.6,1446.0
تمور,واسط,طينية,رش محوري,عادية,عضوي,76.0,32.3,27.9,1540.0
تمور,واسط,مختلطة,رش محوري,عادية,مركب (NPK),62.0,15.6,38.7,1464.0
خضراوات,بابل,مختلطة,سيحي/غمر,محسنة,عضوي,82.0,35.6,67.5,2013.0
خضراوات,كربلاء,طينية,رش محوري,عادية,داب (DAP),118.0,38.4,54.5,3130.0
حنطة,بغداد,طينية,سيحي/غمر,محسنة,يوريا (N),78.0,19.4,78.3,1575.0
رز,الأنبار,رملية,سيحي/غمر,عادية,مركب (NPK),118.0,29.3,69.4,857.0
ذرة,الأنبار,مختلطة,تنقيط,عادية,عضوي,33.0,44.9,43.9,778.0
شعير,ديالى,طينية,سيحي/غمر,عادية,داب (DAP),39.0,34.8,58.8,741.0
حنطة,ديالى,طينية,رش محوري,عادية,يوريا (N),28.0,30.4,54.4,1415.0
خضراوات,البصرة,طينية,رش محوري,محسنة,داب (DAP),43.0,18.9,60.5,2494.0
رز,كربلاء,رملية,سيحي/غمر,عادية,داب (DAP),62.0,22.8,59.7,638.0
فواكه,ميسان,مختلطة,تنقيط,عادية,يوريا (N),86.0,30.1,36.5,3359.0
تمور,واسط,رملية,تنقيط,محسنة,يوريا (N),70.0,29.3,52.2,2273.0
رز,الأنبار,مختلطة,سيحي/غمر,محسنة,داب (DAP),41.0,18.6,20.9,1452.0
ذرة,النجف,مختلطة,رش محوري,عادية,عضوي,82.0,18.5,44.4,1560.0
حنطة,البصرة,رملية,تنقيط,محسنة,داب (DAP),45.0,16.7,54.4,1328.0
رز,الموصل,طينية,تنقيط,عادية,يوريا (N),52.0,31.8,59.9,2048.0
تمور,واسط,طينية,تنقيط,محسنة,يوريا (N),59.0,38.1,32.3,1727.0
شعير,النجف,طينية,تنقيط,محسنة,عضوي,77.0,38.4,64.1,895.0
رز,النجف,رملية,سيحي/غمر,عادية,عضوي,70.0,35.2,73.5,1140.0
فواكه,كربلاء,رملية,رش محوري,محسنة,عضوي,101.0,36.9,26.0,3497.0
فواكه,ديالى,طينية,سيحي/غمر,محسنة,داب (DAP),70.0,27.3,75.8,2150.0
تمور,ديالى,رملية,تنقيط,محسنة,عضوي,57.0,37.6,48.3,1461.0
خضراوات,بغداد,مختلطة,تنقيط,عادية,عضوي,51.0,31.3,21.2,2352.0
خضراوات,البصرة,رملية,تنقيط,محسنة,يوريا (N),67.0,41.8,69.4,1532.0
خضراوات,كربلاء,مختلطة,تنقيط,محسنة,داب (DAP),49.0,33.6,25.0,2933.0
خضراوات,الأنبار,طينية,تنقيط,عادية,يوريا (N),87.0,23.1,50.7,3102.0
ذرة,ميسان,مختلطة,رش محوري,عادية,داب (DAP),111.0,28.3,39.1,1592.0
خضراوات,ديالى,مختلطة,سيحي/غمر,عادية,يوريا (N),46.0,29.5,53.0,2893.0
رز,الموصل,رملية,سيحي/غمر,عادية,يوريا (N),94.0,32.0,69.9,1460.0
خضراوات,كربلاء,رملية,تنقيط,عادية,يوريا (N),105.0,43.5,58.1,2704.0
رز,النجف,طينية,تنقيط,عادية,عضوي,54.0,24.7,37.6,1087.0
ذرة,ديالى,رملية,سيحي/غمر,عادية,مركب (NPK),48.0,42.2,70.1,423.0
فواكه,ديالى,طينية,تنقيط,محسنة,عضوي,55.0,20.4,74.9,2936.0
تمور,ديالى,طينية,تنقيط,عادية,عضوي,67.0,37.9,62.2,1775.0
ذرة,الموصل,مختلطة,تنقيط,عادية,داب (DAP),75.0,22.2,26.0,826.0
رز,الأنبار,مختلطة,رش محوري,محسنة,مركب (NPK),35.0,42.4,73.6,846.0
فواكه,ديالى,طينية,تنقيط,عادية,داب (DAP),116.0,43.8,32.5,2125.0
تمور,الأنبار,طينية,سيحي/غمر,عادية,يوريا (N),86.0,24.0,57.4,1921.0
رز,البصرة,مختلطة,سيحي/غمر,عادية,يوريا (N),103.0,36.0,47.9,1451.0
فواكه,ميسان,رملية,رش محوري,عادية,مركب (NPK),36.0,31.1,63.7,1335.0
خضراوات,النجف,طينية,رش محوري,محسنة,مركب (NPK),38.0,44.7,31.5,1052.0
رز,البصرة,مختلطة,رش محوري,محسنة,مركب (NPK),22.0,22.8,74.5,668.0
رز,الأنبار,مختلطة,رش محوري,عادية,داب (DAP),25.0,36.5,45.0,1270.0
رز,الأنبار,طينية,تنقيط,عادية,عضوي,116.0,27.5,35.9,1397.0
خضراوات,الموصل,مختلطة,رش محوري,عادية,يوريا (N),42.0,25.1,62.2,1944.0
ذرة,ديالى,مختلطة,رش محوري,محسنة,داب (DAP),100.0,31.7,37.1,963.0
رز,الموصل,طينية,رش محوري,عادية,داب (DAP),78.0,17.8,65.3,697.0
تمور,كربلاء,مختلطة,تنقيط,محسنة,يوريا (N),75.0,40.1,20.9,1409.0
حنطة,الموصل,مختلطة,سيحي/غمر,عادية,عضوي,23.0,33.8,69.6,873.0
شعير,كربلاء,طينية,رش محوري,عادية,مركب (NPK),88.0,26.9,57.5,1635.0
حنطة,الأنبار,طينية,رش محوري,محسنة,مركب (NPK),72.0,23.4,23.2,1334.0
ذرة,النجف,طينية,سيحي/غمر,محسنة,مركب (NPK),71.0,39.3,69.7,764.0
رز,الأنبار,طينية,تنقيط,محسنة,داب (DAP),83.0,41.2,47.7,912.0
تمور,النجف,مختلطة,تنقيط,محسنة,مركب (NPK),69.0,35.7,48.2,1752.0
شعير,كربلاء,طينية,تنقيط,عادية,عضوي,58.0,29.8,70.9,1187.0
فواكه,ديالى,رملية,سيحي/غمر,عادية,يوريا (N),119.0,35.4,25.1,2031.0
فواكه,واسط,مختلطة,تنقيط,محسنة,مركب (NPK),69.0,30.6,30.3,2035.0
خضراوات,واسط,طينية,تنقيط,عادية,مركب (NPK),107.0,29.3,50.3,3816.0
شعير,كربلاء,رملية,سيحي/غمر,عادية,مركب (NPK),48.0,33.7,38.9,812.0
شعير,كربلاء,مختلطة,سيحي/غمر,عادية,يوريا (N),64.0,41.0,57.9,936.0
فواكه,الموصل,طينية,سيحي/غمر,محسنة,عضوي,46.0,34.4,47.1,3151.0
حنطة,الموصل,طينية,تنقيط,محسنة,عضوي,48.0,30.2,40.2,1442.0
خضراوات,ديالى,رملية,سيحي/غمر,محسنة,يوريا (N),60.0,15.6,61.9,1092.0
شعير,ميسان,طينية,رش محوري,محسنة,عضوي,49.0,30.0,72.4,800.0
حنطة,كربلاء,طينية,سيحي/غمر,محسنة,داب (DAP),39.0,16.3,48.3,933.0
ذرة,ميسان,طينية,رش محوري,محسنة,يوريا (N),46.0,16.2,55.1,808.0
خضراوات,النجف,رملية,رش محوري,محسنة,مركب (NPK),100.0,37.5,60.0,4176.0
رز,النجف,رملية,رش محوري,عادية,مركب (NPK),30.0,34.7,73.0,1033.0
